010080070307200004090306020600001030001859002482007091000000000078500003003048760,215984376367215984894376125659421837731859642482637591146793258978562413523148769
006007800705000001010539040420000097000860400050904102031008200000620079007400500,396147825745286931812539746428315697179862453653974182931758264584621379267493518
008310040460005900012900708000000512850092000070036000703800069080040100006020305,598317246467285931312964758639478512854192673271536894723851469985643127146729385
910000006700030240052670309000000538000280100060014900528700000090803000100090400,913452876786139245452678319241967538379285164865314927528741693694823751137596482
000800100000260400580090076004020089060300701975008600639070000040003950008001002,426837195197265438583194276314726589862359741975418623639572814241683957758941362
000807300000001072006290080000400500100020837530709020714006000960003400850900001,291857346485361972376294185627438519149625837538719624714586293962173458853942761
800400006001906207507100490023090001000000640040058003908507000000300810006001002,892475136431986257567132498623794581785213649149658723918527364274369815356841972
090000060570080004400005012150904200000006380030072400960700100800200007040153090,391427865572681934486395712158934276724516389639872451965748123813269547247153698
470050390006040020002000180000620009051430002000105007300700640080000000910360050,478251396196843725532976184843627519751439862269185437325798641684512973917364258
009807062004050039070200100010040020060080590000612800800309070026001004500060003,159837462284156739673294158718945326462783591935612847841329675326571984597468213
940003058000021000003005074410000980890602300000900001100050006060048027085300000,941763258758421693623895174416537982897612345532984761174259836369148527285376419
060070005280006403001402709000801300026004080300050004050009100049308050073620900,964173825287596413531482769495861372726934581318257694852749136649318257173625948
000640700907500041000000082309010800240056000060038905400063000803700010120004050,582641739937582641614379582359217864248956173761438925475163298893725416126894357
902000000063040900000670308400007005009820610076300200500092004017000503000150080,982531476763248951145679328421967835359824617876315249538792164217486593694153782
051004090870000416000080005006903020002050074940710000369000100500600700000205308,251364897873529416694187235786943521132856974945712683369478152528631749417295368
700230016080001700500700490600003900090040050320800007002100008407006000013902500,749235816286491735531768492674523981198647253325819647962154378457386129813972564
900304001000021890021580007402806005570010000030700914090030706800005000040000250,986374521754621893321589467412896375579413682638752914295138746867245139143967258
720800000004100097500009400000603802087000300061702904050030210640050000000960003,729846135834125697516379428495613872287594361361782954958437216643251789172968543
040010503000004000037020809205907038004103600600050070006809100000000702870045090,942718563568394217137526849215967438794183625683452971326879154459631782871245396
