040038500905000000000010460001650043000700901082300050830100074276000090000960002,647238519915476238328519467791652843563784921482391756839125674276843195154967382
450000000001600790307200100000850902002169304500000080068094001070508060000010023,456971238821643795397285146634857912782169354519432687268394571173528469945716823
000004800010236700503017609300500000109420006075108002090005007002000430700680901,267954813918236745543817629326579184189423576475168392891345267652791438734682951
950000080708409056004700002010620005580300600300004090003000020097508100060130400,951263784728419356634785912419627835582391647376854291143976528297548163865132479
000600079601003240907052003200436700010008000008901502300000928060040100059000030,523614879681793245947852613295436781716528394438971562374165928862349157159287436
905032000008000006300004100080096050000108072104300900491700020020900780006043500,915632847748519236362874195287496351639158472154327968491785623523961784876243519
500480030610020009030600078790300160460057000002060400800100005000072390009004000,527489631618723549934615278795348162461257983382961457843196725156872394279534816
809400003100800700040075100007003069620000040030508200401002030203000508060089001,879421653152836794346975182517243869628197345934568217481752936293614578765389421
201008065000403790000020001790004200060701083005300000050200648040057300309800050,231978465586413792974625831793584216462791583815362974157239648648157329329846157
700900001080020060040805000090600500000179000200000370802051097064790205005008043,723946851581327964649815732497632518358179426216584379832451697164793285975268143
001900070000060320850004060900028005400070900003106807006057003070000201209813000,631982574794561328852734169917428635468375912523196847186257493375649281249813756
032064000900500007400901306000020050800710209004308000000090500507600018060280000,732864195916532487485971326671429853853716249294358671348197562527643918169285734
500301400081570000000000002300100009002090305004720000046085020090400610870000090,529361487481572936637849152368154279712698345954723861146985723295437618873216594
300590068080000290502010400410050800050326000009000070034000080801004600620007301,347592168186473295592618437413759826758326914269841573934165782871234659625987341
000004001600000230350100079015708600900030780008090102090002054000079800400510020,879324561641957238352186479215748693964231785738695142197862354523479816486513927
006030010300605000070029000020300984794000300000001005530008200069047000041200590,956734812312685479478129653125376984794852361683491725537918246269547138841263597
059000201000800090003107004290000305000080460160205080500003100400060708037400020,859346271741852693623197854298674315375981462164235987586723149412569738937418526
835020041020000039040810000086900000201004700900000286000356007090040300500007010,835729641127465839649813572386972154251684793974531286418356927792148365563297418
050007460009032007002406300760080003300091870400000015010200000506170008084005090,853917462649832157172456389761584923325691874498723615917248536536179248284365791
004930018805000000090040070302057000000100064710890005009060000431500000060489032,674935218825716943193248576342657891958123764716894325289361457431572689567489132
063204105040003092000900080530090800100060007004007300310870060270105000008002050,963284175841753692752916483537491826129368547684527319315879264276145938498632751
900860004020005000850793000570080000091407020000000350080600139006000842000230060,913862574627145983854793216572386491391457628468921357285674139736519842149238765
900260000207008005015090400700006000050010003080934071106000000320000087070420039,943265718267148395815397426731586942459712863682934571196873254324659187578421639
001000004803200009020406307016003090700001800084520700400090500050060020009780041,671938254843257169925416387516873492792641835384529716468192573157364928239785641
000079060002005703180020040029601000700250018040000300000003091390400607605080000,453879162962145783187326549829631475736254918541798326274563891398412657615987234
500700029600015840080940003002000016904000050760001200830207090090080072001030000,543768129629315847187942563352874916914623758768591234836257491495186372271439685
080290600600400039300750021070000008938040050002009007000600740050008103016020005,185293674627481539349756821471562398938147256562839417893615742254978163716324985
609203580570000004040010090800006400000300050000079103021090700030480905000702600,619243587572968314348517296893156472167324859254879163421695738736481925985732641
070000000950002800010890034007000198400369500002070600008036057000021000065407010,874613925953742861216895734637254198481369572592178643128936457749521386365487219
009586400027900500006004100940301020003065090070000800061200007500630080000009350,139586472427913568856724139948371625213865794675492813361258947594637281782149356
008602000001700430470005000000451003302000008060000970200094610600507082713000090,938642751521789436476135829897451263352976148164823975285394617649517382713268594
005960070400031020106705008900408060002013800058000000200096007007020615003000004,385962471479831526126745938931458762742613859658279143214596387897324615563187294
780010300000960500005002640007300064401000002800001730092750008350000970100604000,786415329243967581915832647527389164431576892869241735692753418354128976178694253
050107800041000000690040503300802090904015030760030105000000749170006000008050020,253197864841563972697248513315872496984615237762934185526381749179426358438759621
370401002000087500001593406080100009016000300700920010009050640250008090400300007,375461982694287531821593476582134769916875324743926815139752648257648193468319257
006439008005000200090580076000245100018007000300000907902000730087600450040901002,726439518835716294491582376679245183218397645354168927962854731187623459543971862
820090304005020091070035800600007028904060000007009005030001000090240076006050210,821796354365824791479135862653417928984562137217389645532671489198243576746958213
029000580600320407100800000000060301071004060000230090004650009783010005590000072,429176583658329417137845926942768351371594268865231794214657839783912645596483172
000000200007456000301007000980010063000305940402700080008000007600091520204600890,549138276827456319361927458985214763716385942432769185198542637673891524254673891
100008500000307089700600200090050103420060970350200040002000008000409610600570004,134928567265317489789645231896754123421863975357291846942136758573489612618572394
701020080000010004090305000009800240160070000520904030000002090083106507050407608,741629385235718964896345172379851246164273859528964731617582493483196527952437618
800000960070590003003208015002304008001082000006000470040009300030051020500820609,825137964174596283963248715752364198491782536386915472248679351639451827517823649
290000000104050680000048903901874000006000050803020100075010004600000230080039006,298763541134952687567148923951874362726391458843625179375216894619487235482539716
001405000780031050000080009027800010040000620690200570004007300503690240010003800,931465782782931456456782139327856914145379628698214573864127395573698241219543867
047000090005200816120056400000008007591004300803001000000639500200470008309080060,647813295935247816128956473462398157591764382873521649784639521216475938359182764
910080030046290100000007004000300051120040869654000020370500080000600003002901740,917486532546293178238157694789362451123745869654819327371524986495678213862931745
000470800200905410000000030701000380045007900680030025000009106093042070504080000,916473852238965417457218639721596384345827961689134725872359146193642578564781293
034021560100800000600070300500010090068009000002700634087006002200500403001094800,834921567175863249629475381543612798768349125912758634487136952296587413351294876
003002050007890001006005900510060048009040700040531002080000004200109806361700020,893612457457893261126475983512967348639248715748531692985326174274159836361784529
000380109012095300060200008059000230406020070700040900301907600080604000000000051,574386129812495367963271548159768234436129875728543916341957682285614793697832451
408020106060409520090008037700300015003040000020657900910000080504013000076000200,438725196167439528295168437749382615653941872821657943912576384584213769376894251
073082001052009300400050970090760108028300006001200000500000000869030040037000510,973482651152679384486153972395764128728315496641298735514927863869531247237846519
001307005000000098907406102400205003030000609082100040000902304208670000500014070,821397465364521798957486132479265813135748629682139547716952384248673951593814276
020400017050000463008030000009726040604890021080003050090500670700900000105060009,326459817951278463478631592519726348634895721287143956893512674762984135145367289
000013000200675003060000400000006090092000708580040132009080050305902001041030600,958413276214675983763298415137826594492351768586749132629184357375962841841537629
503960800042007090010000706000406000200003050000500103007190602400308900800000045,573961824642837591918245736135486279269713458784529163357194682426358917891672345
090000080000402030700050900609200004500870301307040000400089620030001050005030807,294367185158492736763158942689213574542876391317945268471589623836721459925634817
243705100060094005000001820700316002402000030500007900001500006600870590090000043,243785169168294375957631824789316452412958637536427918371549286624873591895162743
800510240400900000056000080075001008010004076900020030001705093080060000004103560,839516247427938651156472389675391428312854976948627135261745893583269714794183562
001530400000940006302708000580200004060003052100000870070080923800400605000095008,691532487758941236342768591587219364964873152123654879475186923839427615216395748
020304906800009050054618000308500070070403005019000000001000003700000824006872010,127354986863729451954618237348591672672483195519267348281945763795136824436872519
301002000080004002074650010960000008000021350500003407407005200000400839006010005,351792684689134572274658913963547128748921356512863497497385261125476839836219745
003802750270501000000070960630028100000000040809037500700900800054000210010043070,493862751276591483581374962635428197127659348849137526762915834354786219918243675
070000168104200050000580002030009040000600005490010830900107000006930021208065700,572394168184276359369581472631859247827643915495712836953127684746938521218465793
000000590036804200700021000000430002085009700604107089400700003107000000290605108,812376594536894217749521836971438652385269741624157389458712963167983425293645178
037021800000080900600000423159000007004600002200710500005034086080005310020960004,937421865542386971618597423159842637874653192263719548795134286486275319321968754
010004078704900006000013000580000201091065830400120009600007000000290500839040060,312654978754982316968713425586379241291465837473128659625837194147296583839541762
209000340040000001607005089170540600030820000005003090058310020000002570406007800,289761345543298761617435289172549638934826157865173492758314926391682574426957813
050002034000706900800310600003000010027083400009070250060900720900065008000140060,756892134314756982892314675543629817127583496689471253465938721971265348238147569
007300850500082609080150004300400076010098000420000510000206000030010400160907003,297364851541782639683159724358421976716598342429673518874236195932815467165947283
543000000000700900900680150001500042307001000458032010800120009060004000000096730,543219876186745923972683154691578342327461598458932617835127469769354281214896735
070000005206007010003094080000859300050020600001006204400000102732100009089300060,978613425246587913513294786624859371357421698891736254465978132732165849189342567
000630090204005070130000040009150004080960200500207060060002057008400001700091300,875634192294815673136729548629158734487963215513247869961382457358476921742591386
900106005020839000804070300001050090032001607006000084000300040007002910060097002,973146825625839471814275369781654293432981657596723184259318746347562918168497532
047052000000900070102000003200400800503006091098007650600013700000800019004720580,947352168836941275152678943261495837573286491498137652689513724725864319314729586
000701006015000000784900002190048060000300240072010090300560700027000085500809300,239781456615423978784956132193248567856397241472615893348562719927134685561879324
009040601070000050013600008908002000300075040700100836004006207650008103000910004,589743621476281359213659478948362715361875942725194836194536287657428193832917564
649108050800206000050000001960000200038000040205070906007300509000709003100420860,649138752871256394352947681964513278738692145215874936487361529526789413193425867
000800000700040560563100090400300007050009002618004000000208304000060700290530180,941856273782943561563172498429385617357619842618724935176298354835461729294537186
000102008005040970900670104364009000087301020000700500230050700051008006000200390,473192658615843972928675134364529817587361429192784563239456781751938246846217395
